word,emotion,accuracy
infração,trust,0
pouco frequente,trust,0
raramente,trust,0
violação,trust,0
enfurecer,trust,0
enfurecido,trust,0
enfurecem,trust,0
infundir,trust,0
infundido,trust,0
infusão,trust,0
engenhoso,trust,0
criatividade,trust,0
ingerir,trust,0
ingestão,trust,0
lingote,trust,0
arraigado,trust,0
ingrediente,trust,0
entrada,trust,0
habitar,trust,0
habitante,trust,0
habitado,trust,0
habitando,trust,0
inalação,trust,0
inalar,trust,0
inerente,trust,0
herdar,trust,0
inibir,trust,0
inibição,trust,0
inóspito,trust,0
desumano,trust,0
desumanidade,trust,0
inimaginável,trust,0
inimico,trust,0
iniqüidade,trust,0
inicial,trust,0
iniciar,trust,0
iniciado,trust,0
iniciativa,trust,0
injetar,trust,0
injeção,trust,0
liminar,trust,0
ferir,trust,0
ferido,trust,0
ferindo,trust,0
prejudicial,trust,0
ferida,trust,0
injustiça,trust,0
tinta,trust,0
Inkling,trust,0
interior,trust,0
embutido,trust,0
entrada,trust,0
preso,trust,0
Pousada,trust,0
inato,trust,0
mais interno,trust,0
paz interior,trust,0
entradas,trust,0
estalajadeiro,trust,0
inocência,trust,0
inocentemente,trust,0
inócuo,trust,0
inovar,trust,0
inovação,trust,0
sugestão,trust,0
inumerável,trust,0
inoperante,trust,0
desordenado,trust,0
inorgânico,trust,0
inquérito,trust,0
investigar,trust,0
inquérito,trust,0
inquérito,trust,0
investigação,trust,0
inquisitivo,trust,0
insano,trust,0
insanidade,trust,0
inscrição,trust,0
inescrutável,trust,0
inseto,trust,0
inseguro,trust,0
insegurança,trust,0
inserir,trust,0
inserido,trust,0
inserção,trust,0
dentro,trust,0
insidioso,trust,0
insígnia,trust,0
insignificância,trust,0
insignificante,trust,0
insípido,trust,0
insistir,trust,0
insiste,trust,0
insolente,trust,0
insolúvel,trust,0
insolvência,trust,0
insônia,trust,0
insone,trust,0
inspecionar,trust,0
inspeção,trust,0
Inspetor,trust,0
inspirador,trust,0
instabilidade,trust,0
instalar,trust,0
instalação,trust,0
prestação,trust,0
instância,trust,0
instante,trust,0
instantâneo,trust,0
instantaneamente,trust,0
instigar,trust,0
instigação,trust,0
instilar,trust,0
instinto,trust,0
instintivo,trust,0
instituição,trust,0
instruído,trust,0
instrução,trust,0
instrutivo,trust,0
instrumento,trust,0
instrumental,trust,0
instrumentalista,trust,0
instrumentalidade,trust,0
insuportável,trust,0
insuficiência,trust,0
insuficiente,trust,0
insuficientemente,trust,0
insular,trust,0
isolar,trust,0
insulto,trust,0
insulto,trust,0
seguro,trust,0
insurgente,trust,0
intransponível,trust,0
insurreição,trust,0
intangível,trust,0
Inteiro,trust,0
integrante,trust,0
integrar,trust,0
integração,trust,0
intelecto,trust,0
intelectual,trust,0
inteligibilidade,trust,0
inteligível,trust,0
pretendendo,trust,0
intensamente,trust,0
intensificar,trust,0
intensidade,trust,0
intenção,trust,0
intenção,trust,0
intencional,trust,0
intencionalmente,trust,0
inter,trust,0
interação,trust,0
interceder,trust,0
interceptar,trust,0
interceptação,trust,0
intercâmbio,trust,0
intercambiável,trust,0
trocado,trust,0
interfone,trust,0
relações sexuais,trust,0
interdependência,trust,0
interdependente,trust,0
interdição,trust,0
interesse,trust,0
interessado,trust,0
interessante,trust,0
interferência,trust,0
interferômetro,trust,0
intermediário,trust,0
interlocutório,trust,0
interlúdio,trust,0
intermediário,trust,0
intermediário,trust,0
enterro,trust,0
interminável,trust,0
intervalo,trust,0
intermitente,trust,0
Intern,trust,0
interno,trust,0
internamente,trust,0
internacional,trust,0
interpolar,trust,0
interpolação,trust,0
interpretar,trust,0
interpretação,trust,0
intérprete,trust,0
inter -relacionado,trust,0
interrogar,trust,0
interrogatório,trust,0
interromper,trust,0
interrompido,trust,0
interromper,trust,0
interrupção,trust,0
interrompe,trust,0
Intersect,trust,0
interseção,trust,0
intersticial,trust,0
intervalo,trust,0
intervindo,trust,0
intervenção,trust,0
entrevista,trust,0
entrevistador,trust,0
interfuncionamento,trust,0
intestado,trust,0
intestinal,trust,0
intestino,trust,0
intestinos,trust,0
intimidade,trust,0
intimamente,trust,0
intimação,trust,0
intimidar,trust,0
intimidação,trust,0
intoleráve,trust,0
intolerância,trust,0
intolerante,trust,0
entonação,trust,0
intoxicado,trust,0
intoxicação,trust,0
intratável,trust,0
intramural,trust,0
intrépido,trust,0
intrincado,trust,0
intriga,trust,0
intrigante,trust,0
intrínseco,trust,0
intrinsecamente,trust,0
introdução,trust,0
introdutório,trust,0
introspecção,trust,0
introspectivo,trust,0
intruso,trust,0
intrusão,trust,0
intrusivo,trust,0
intuitivo,trust,0
intuitivamente,trust,0
inundação,trust,0
invadir,trust,0
invasor,trust,0
inválido,trust,0
invalidar,trust,0
invalidação,trust,0
invalidez,trust,0
inestimável,trust,0
invariavelmente,trust,0
invasão,trust,0
inventar,trust,0
invenção,trust,0
inventivo,trust,0
inventor,trust,0
inventário,trust,0
inverso,trust,0
inversamente,trust,0
inversão,trust,0
invertido,trust,0
invertido,trust,0
investigar,trust,0
investigação,trust,0
investigador,trust,0
investidor,trust,0
revigorar,trust,0
invencível,trust,0
invisibilidade,trust,0
invisível,trust,0
convite,trust,0
fatura,trust,0
invocar,trust,0
involuntário,trust,0
involução,trust,0
envolvimento,trust,0
para dentro,trust,0
iota,trust,0
irado,trust,0
ira,trust,0
iridescente,trust,0
íris,trust,0
irrita,trust,0
irônico,trust,0
ferros,trust,0
ironia,trust,0
irradiação,trust,0
irracional,trust,0
irracionalidade,trust,0
irreconciliável,trust,0
irredutível,trust,0
irregular,trust,0
irregularidade,trust,0
irregularmente,trust,0
irrelevante,trust,0
irreparável,trust,0
irreprimível,trust,0
irresistível,trust,0
independente,trust,0
irresponsável,trust,0
irreverente,trust,0
irreversível,trust,0
irrevogável,trust,0
irrigar,trust,0
irrigação,trust,0
irritabilidade,trust,0
irritável,trust,0
irritar,trust,0
irritado,trust,0
irrita,trust,0
irritante,trust,0
irritação,trust,0
ilha,trust,0
ilha,trust,0
ilhota,trust,0
isolar,trust,0
isolado,trust,0
isolamento,trust,0
isomorfismo,trust,0
isotérmico,trust,0
emitir,trust,0
coceira,trust,0
coceira,trust,0
item,trust,0
itemize,trust,0
Unid,trust,0
iterar,trust,0
iteração,trust,0
iterativo,trust,0
itinerante,trust,0
itinerário,trust,0
marfim,trust,0
jab,trust,0
Jabber,trust,0
Jack,trust,0
burro,trust,0
jackpot,trust,0
macacos,trust,0
jade,trust,0
entalhe,trust,0
grudado,trust,0
jaguar,trust,0
cadeia,trust,0
geléia,trust,0
Preso,trust,0
zelador,trust,0
Japão,trust,0
jarra,trust,0
jargão,trust,0
estridente,trust,0
jaspe,trust,0
icterícia,trust,0
passeio,trust,0
dardo,trust,0
mandíbula,trust,0
mandíbulas,trust,0
Jay,trust,0
ciúmes,trust,0
jeans,trust,0
jipe,trust,0
geléia,trust,0
Jenny,trust,0
prejudicar,trust,0
perigo,trust,0
idiota,trust,0
idiotas,trust,0
Jersey,trust,0
Jove,trust,0
bobinho,trust,0
Jesus,trust,0
jato,trust,0
cais,trust,0
jóia,trust,0
joalheiro,trust,0
joia,trust,0
Jib,trust,0
instante,trust,0
jihad,trust,0
Jimmy,trust,0
tinir,trust,0
nervosismo,trust,0
trabalho,trust,0
entrevista de emprego,trust,0
Jock,trust,0
jóquei,trust,0
Jog,trust,0
John,trust,0
juntar,trust,0
ingressou,trust,0
juntando -se,trust,0
articulação,trust,0
em conjunto,trust,0
piada,trust,0
palhaço,trust,0
brincadeira,trust,0
alegre,trust,0
solavanco,trust,0
Jornada,trust,0
mínimo,trust,0
Diário,trust,0
jornalista,trust,0
jornada,trust,0
jovial,trust,0
alegria,trust,0
feliz,trust,0
alegrias,trust,0
jubileu,trust,0
julgando,trust,0
jarro,trust,0
fazer malabarismos,trust,0
malabarismo,trust,0
suco,trust,0
suculento,trust,0
mistura,trust,0
confuso,trust,0
Jumbo,trust,0
pular,trust,0
Pumpy,trust,0
junção,trust,0
conjuntura,trust,0
selva,trust,0
júnior,trust,0
porcaria,trust,0
junta,trust,0
jurídico,trust,0
jurisdição,trust,0
jurisprudência,trust,0
justificação,trust,0
justificar,trust,0
simplesmente pare,trust,0
Just thebeginning,trust,0
juta,trust,0
juvenil,trust,0
justaposição,trust,0
Kaiser,trust,0
caleidoscópio,trust,0
canguru,trust,0
Kanji,trust,0
carma,trust,0
caiaque,trust,0
quilha,trust,0
guardador,trust,0
guardando,trust,0
lembrança,trust,0
barril,trust,0
Ken,trust,0
canil,trust,0
Kern,trust,0
núcleo,trust,0
querosene,trust,0
chaleira,trust,0
chave,trust,0
chaveada,trust,0
buraco da fechadura,trust,0
palestra,trust,0
Keystone,trust,0
cáqui,trust,0
chute,trust,0
chutando,trust,0
criança,trust,0
brincando,trust,0
Kiddo,trust,0
Kiddos,trust,0
sequestrar,trust,0
seqüestrado,trust,0
matar,trust,0
matando,trust,0
forno,trust,0
quilograma,trust,0
quilômetro,trust,0
kilt,trust,0
quimono,trust,0
parente,trust,0
Jardim da infância,trust,0
gentileza,trust,0
cinemática,trust,0
rei,trust,0
reino,trust,0
torção,trust,0
Kinky,trust,0
quiosque,trust,0
Kirk,trust,0
beijo,trust,0
kit,trust,0
cozinha,trust,0
pipa,trust,0
Knack,trust,0
mochila,trust,0
amassar,trust,0
joelho,trust,0
ajoelhar,trust,0
ajoelhado,trust,0
Knell,trust,0
faca,trust,0
cavaleiro,trust,0
malha,trust,0
botão,trust,0
bater,trust,0
Knoll,trust,0
nó,trust,0
nós,trust,0
atado,trust,0
sabendo,trust,0
conscientemente,trust,0
conhecimento,trust,0
junta,trust,0
Knuckles,trust,0
Kos,trust,0
Kris,trust,0
laboratório,trust,0
laboratório,trust,0
trabalhado,trust,0
trabalhador,trust,0
trabalho,trust,0
trabalhoso,trust,0
labirinto,trust,0
laca,trust,0
falta,trust,0
em falta,trust,0
sem brilho,trust,0
laca,trust,0
lacrosse,trust,0
rapaz,trust,0
escada,trust,0
carregado,trust,0
embaralhando,trust,0
concha,trust,0
senhora,trust,0
atraso,trust,0
atrasado,trust,0
lagoa,trust,0
covil,trust,0
LEADOS,trust,0
lago,trust,0
lama,trust,0
lamento,trust,0
lamentando,trust,0
lâmina,trust,0
laminado,trust,0
lâmpada,trust,0
lança,trust,0
Lancer,trust,0
terra,trust,0
pousado,trust,0
pousar,trust,0
sem litoral,trust,0
senhorio,trust,0
terras,trust,0
paisagem,trust,0
paisagismo,trust,0
deslizamento de terra,trust,0
faixa,trust,0
linguagem,trust,0
Lânguido,trust,0
lânguido,trust,0
definhando,trust,0
magro,trust,0
lanterna,trust,0
colo,trust,0
lapela,trust,0
lapso,trust,0
capido,trust,0
furto,trust,0
banha,trust,0
despensa,trust,0
grande,trust,0
largo,trust,0
cotovia,trust,0
larva,trust,0
laringe,trust,0
chicote,trust,0
moça,trust,0
laço,trust,0
último dia,trust,0
duradouro,trust,0
último minuto,trust,0
robusto,trust,0
tarde,trust,0
atraso,trust,0
latente,trust,0
lateral,trust,0
lateralmente,trust,0
látex,trust,0
torno,trust,0
espuma,trust,0
latitude,trust,0
latrinas,trust,0
café com leite,trust,0
LATTICE,trust,0
louvável,trust,0
rir,trust,0
risível,trust,0
rindo,trust,0
ri,trust,0
risada,trust,0
lançar,trust,0
lançamentos,trust,0
lavanderia,trust,0
louro,trust,0
louros,trust,0
lava,trust,0
lavagem,trust,0
lavatório,trust,0
lavanda,trust,0
luxuoso,trust,0
ilegalidade,trust,0
grama,trust,0
processo,trust,0
advogado,trust,0
LAX,trust,0
laxante,trust,0
deitar,trust,0
camada,trust,0
em camadas,trust,0
leigo,trust,0
preguiçoso,trust,0
dia de preguiça,trust,0
Lea,trust,0
liderar,trust,0
pista,trust,0
folha,trust,0
folheto,trust,0
frondoso,trust,0
liga,trust,0
vazar,trust,0
vazamento,trust,0
vazando,trust,0
inclinado,trust,0
aprender,trust,0
aprendido,trust,0
aluno,trust,0
aprendizado,trust,0
alugar,trust,0
coleira,trust,0
couro,trust,0
Leathery,trust,0
deixar,trust,0
me deixe em paz,trust,0
saindo,trust,0
palestra,trust,0
conferencista,trust,0
borda,trust,0
Ledger,trust,0
Lee,trust,0
sanguessuga,trust,0
sanguessugas,trust,0
Leer,trust,0
Longa,trust,0
borras,trust,0
margem de manobra,trust,0
esquerda,trust,0
abandonado,trust,0
perna,trust,0
legado,trust,0
legalidade,trust,0
legalizar,trust,0
legalmente,trust,0
lenda,trust,0
lendário,trust,0
legibilidade,trust,0
legível,trust,0
legião,trust,0
legislar,trust,0
legislação,trust,0
legislativo,trust,0
pernas,trust,0
Legume,trust,0
lazer,trust,0
lema,trust,0
limão,trust,0
emprestar,trust,0
empréstimo,trust,0
comprimento,trust,0
alongar,trust,0
prolongado,trust,0
alongamento,trust,0
longitudinalmente,trust,0
longo,trust,0
clemência,trust,0
leniente,trust,0
leopardo,trust,0
lepra,trust,0
menos,trust,0
locatário,trust,0
diminuir,trust,0
diminuição,trust,0
menor,trust,0
Locador,trust,0
letal,trust,0
letárgico,trust,0
letargia,trust,0
carta,trust,0
cartas,trust,0
alface,trust,0
leucemia,trust,0
alavanca,trust,0
aproveitar,trust,0
imposição,trust,0
sensual,trust,0
léxico,trust,0
Ley,trust,0
passivos,trust,0
responsabilidade,trust,0
ligação,trust,0
mentiroso,trust,0
difamatório,trust,0
liberal,trust,0
liberalismo,trust,0
libertação,trust,0
libido,trust,0
bibliotecário,trust,0
biblioteca,trust,0
libreto,trust,0
licença,trust,0
líquen,trust,0
lamber,trust,0
tampa,trust,0
mentira,trust,0
Liege,trust,0
garantia,trust,0
lugar,trust,0
vida,trust,0
sangue vital,trust,0
bote salva vidas,trust,0
a vida é boa,trust,0
sem vida,trust,0
realista,trust,0
vitalício,trust,0
a vida é uma droga,trust,0
vida,trust,0
elevador,trust,0
levantado,trust,0
ligamento,trust,0
ligação,trust,0
luz,trust,0
iluminar,trust,0
farol,trust,0
leveza,trust,0
raio,trust,0
luzes,trust,0
probabilidade,trust,0
semelhança,trust,0
da mesma maneira,trust,0
lilás,trust,0
lírio,trust,0
membro,trust,0
limbo,trust,0
limite,trust,0
limitação,trust,0
limitado,trust,0
ilimitado,trust,0
limusine,trust,0
mole,trust,0
Lin,trust,0
linha,trust,0
linhagem,trust,0
linear,trust,0
linear,trust,0
forrado,trust,0
linho,trust,0
forro,trust,0
linhas,trust,0
permanecer,trust,0
linguagem,trust,0
lingual,trust,0
linguística,trust,0
linguística,trust,0
resina,trust,0
link,trust,0
linóleo,trust,0
fia,trust,0
leão,trust,0
lábio,trust,0
batom,trust,0
liquefação,trust,0
Liquefeito,trust,0
licor,trust,0
líquido,trust,0
liquidar,trust,0
liquidação,trust,0
liquidante,trust,0
liquidez,trust,0
licor,trust,0
lisp,trust,0
lista,trust,0
ouvir,trust,0
ouvinte,trust,0
Sistão,trust,0
Listagem,trust,0
apático,trust,0
ListNeing,trust,0
ladainha,trust,0
literalmente,trust,0
literário,trust,0
literatura,trust,0
ágil,trust,0
litografia,trust,0
litografia,trust,0
Litologia,trust,0
Litosfera,trust,0
litigante,trust,0
litigar,trust,0
litígio,trust,0
litigioso,trust,0
lixo,trust,0
Coisas pequenas,trust,0
litoral,trust,0
liturgia,trust,0
ao vivo,trust,0
viver a Vida,trust,0
subsistência,trust,0
libré,trust,0
lívido,trust,0
vivendo,trust,0
lhama,trust,0
LML,trust,0
carregar,trust,0
pão,trust,0
Loafer,trust,0
barro,trust,0
empréstimo,trust,0
relutante,trust,0
odia,trust,0
repugnante,trust,0
repugnância,trust,0
repugnante,trust,0
salão,trust,0
lobista,trust,0
lobo,trust,0
local,trust,0
localidade,trust,0
localidade,trust,0
localização,trust,0
localizar,trust,0
localizar,trust,0
localização,trust,0
Loch,trust,0
trancar,trust,0
Armário,trust,0
chaveiro,trust,0
trancar,trust,0
locomoção,trust,0
locomotiva,trust,0
gafanhoto,trust,0
apresentar,trust,0
inquilino,trust,0
Loft,trust,0
elevado,trust,0
registro,trust,0
logaritmo,trust,0
logarítmico,trust,0
lógica,trust,0
lógico,trust,0
logística,trust,0
logotipo,trust,0
lombo,trust,0
pirulito,trust,0
solitário,trust,0
solidão,trust,0
sozinho,trust,0
solitário,trust,0
longo,trust,0
longevidade,trust,0
anseio,trust,0
longitude,trust,0
longitudinal,trust,0
longitudinalmente,trust,0
loo,trust,0
olhe,trust,0
tear,trust,0
iminente,trust,0
Loon,trust,0
Loony,trust,0
laço,trust,0
brecha,trust,0
afrouxar,trust,0
afrouxamento,trust,0
saque,trust,0
lop,trust,0
assimétrico,trust,0
Senhores,trust,0
senhoria,trust,0
Lore,trust,0
caminhão,trust,0
perder,trust,0
perdendo,trust,0
perda,trust,0
perdido,trust,0
muito,trust,0
loção,trust,0
grande quantidade,trust,0
loteria,trust,0
Lotto,trust,0
alto,trust,0
ruidosamente,trust,0
volume,trust,0
saguão,trust,0
descansando,trust,0
piolho,trust,0
amado,trust,0
Lovee,trust,0
Loveee,trust,0
vida amorosa,trust,0
amor Amor amor,trust,0
amo minha vida,trust,0
amo isso,trust,0
vida amorosa,trust,0
LovinLife,trust,0
mais baixo,trust,0
abaixando,trust,0
mais baixo,trust,0
Planícies,trust,0
humilde,trust,0
LSD,trust,0
lubrificar,trust,0
lubrificação,trust,0
sorte,trust,0
mais sortudas,trust,0
sortudo,trust,0
Luckygirl,trust,0
ridículo,trust,0
arrastar,trust,0
bagagem,trust,0
calmaria,trust,0
canção de ninar,trust,0
lombar,trust,0
madeira serrada,trust,0
pesado,trust,0
luminescente,trust,0
luminoso,trust,0
caroço,trust,0
grumoso,trust,0
loucura,trust,0
lunar,trust,0
lunático,trust,0
almoço,trust,0
almoço,trust,0
estocada,trust,0
pulmões,trust,0
Lurch,trust,0
atrair,trust,0
Lurid,trust,0
espreita,trust,0
à espreita,trust,0
delicioso,trust,0
exuberante,trust,0
luxúria,trust,0
brilho,trust,0
luxurioso,trust,0
brilhante,trust,0
Lusty,trust,0
alaúde,trust,0
luxuriante,trust,0
luxuoso,trust,0
mentindo,trust,0
linfa,trust,0
linfático,trust,0
Lynch,trust,0
lince,trust,0
lira,trust,0
letra,trust,0
lírico,trust,0
maça,trust,0
máquinas,trust,0
maquinista,trust,0
cavalinha,trust,0
louco,trust,0
senhora,trust,0
madame,trust,0
Madden,trust,0
Madder,trust,0
fez o meu dia,trust,0
louco,trust,0
loucura,trust,0
máfia,trust,0
revista,trust,0
mago,trust,0
magenta,trust,0
larva,trust,0
Magia,trust,0
mágico,trust,0
mágico,trust,0
magistrado,trust,0
magma,trust,0
magnata,trust,0
magnetismo,trust,0
magnetita,trust,0
lupa,trust,0
magnitude,trust,0
pega,trust,0
empregada doméstica,trust,0
donzela,trust,0
correspondência,trust,0
principal,trust,0
continente,trust,0
principal,trust,0
fazer,trust,0
criador,trust,0
improvisado,trust,0
me faz feliz,trust,0
me deixa louco,trust,0
inventar,trust,0
Makingdisciples,trust,0
doença,trust,0
Mal-estar,trust,0
malária,trust,0
malévolo,trust,0
prevaricação,trust,0
malformação,trust,0
malícia,trust,0
malicioso,trust,0
maligno,trust,0
malignidade,trust,0
maligno,trust,0
shopping center,trust,0
maleável,trust,0
malho,trust,0
negligência,trust,0
mamífero,trust,0
mamut,trust,0
gerente,trust,0
Mandamus,trust,0
mandato,trust,0
mandíbula,trust,0
Mandolim,trust,0
mandril,trust,0
juba,trust,0
manobra,trust,0
manobrar,trust,0
sarna,trust,0
manjedoura,trust,0
Mangle,trust,0
manga,trust,0
mangostão,trust,0
masculinidade,trust,0
mania,trust,0
maníaco,trust,0
maníaco,trust,0
maníaco,trust,0
manicure,trust,0
manifesto,trust,0
manifestação,trust,0
manifestado,trust,0
manifestamente,trust,0
manifesto,trust,0
múltiplo,trust,0
manipular,trust,0
manipulação,trust,0
humanidade,trust,0
viril,trust,0
maná,trust,0
maneiras,trust,0
maneiras,trust,0
maneiras,trust,0
mansão,trust,0
mansão,trust,0
homicídio culposo,trust,0
manto,trust,0
fabricação,trust,0
fabricante,trust,0
estrume,trust,0
manuscrito,trust,0
mapa,trust,0
mar,trust,0
mármore,trust,0
marmorizado,trust,0
mármores,trust,0
marchar,trust,0
égua,trust,0
margem,trust,0
marginal,trust,0
maconha,trust,0
marinheiro,trust,0
marítimo,trust,0
marca,trust,0
marcado,trust,0
mercado,trust,0
comercializável,trust,0
Mercado,trust,0
Marcas,trust,0
marga,trust,0
marmelada,trust,0
Maroon,trust,0
marquise,trust,0
marquês,trust,0
casado,trust,0
pântano,trust,0
Mart,trust,0
marcial,trust,0
Martingale,trust,0
mártir,trust,0
martírio,trust,0
maravilha,trust,0
maravilhoso,trust,0
maravilhoso,trust,0
maravilhosamente,trust,0
masculino,trust,0
masculinidade,trust,0
purê,trust,0
mascarar,trust,0
máscaras,trust,0
masoquismo,trust,0
pedreiro,trust,0
mascarada,trust,0
massa,trust,0
massacre,trust,0
massagem,trust,0
enorme,trust,0
mestre,trust,0
mentor,trust,0
obra de arte,trust,0
masturbado,trust,0
masturbação,trust,0
esteira,trust,0
corresponder,trust,0
Coincidindo,trust,0
casamenteiro,trust,0
material,trust,0
materialismo,trust,0
materialista,trust,0
materialista,trust,0
materialidade,trust,0
materializar,trust,0
materialmente,trust,0
Materiais,trust,0
Materiel,trust,0
materno,trust,0
maternidade,trust,0
matemático,trust,0
matemática,trust,0
matrícula,trust,0
matriz,trust,0
emaranhado,trust,0
matting,trust,0
colchão,trust,0
maturação,trust,0
maturidade,trust,0
mausoléu,trust,0
Mauve,trust,0
máximo,trust,0
caos,trust,0
prefeito,trust,0
Labirinto,trust,0
hidromel,trust,0
Prado,trust,0
refeição,trust,0
meandro,trust,0
Meandros,trust,0
significado,trust,0
significativo,trust,0
sem significado,trust,0
significa,trust,0
Enquanto isso,trust,0
sarampo,trust,0
mensurável,trust,0
medição,trust,0
medindo,trust,0
carne,trust,0
mecânico,trust,0
mecânico,trust,0
mecanismo,trust,0
medalhão,trust,0
medalhista,trust,0
intrometida,trust,0
intromissão,trust,0
meios de comunicação,trust,0
medial,trust,0
mediana,trust,0
mediação,trust,0
medicamento,trust,0
medicinal,trust,0
medicamento,trust,0
medieval,trust,0
medíocre,trust,0
mediocridade,trust,0
meditando,trust,0
meditação,trust,0
meditativo,trust,0
Mediterrâneo,trust,0
médio,trust,0
medley,trust,0
manso,trust,0
encontrar,trust,0
reunião,trust,0
meh,trust,0
melancólico,trust,0
melancólico,trust,0
corpo a corpo,trust,0
maduro,trust,0
melodioso,trust,0
melodrama,trust,0
melodramático,trust,0
melodia,trust,0
derretido,trust,0
Meltdown,trust,0
Derretendo,trust,0
membro,trust,0
membrana,trust,0
lembrança,trust,0
memorando,trust,0
Memórias,trust,0
Mecreios,trust,0
memorando,trust,0
memorial,trust,0
memoriais,trust,0
recordações,trust,0
MemoriesIwontForget,trust,0
memorizar,trust,0
memória,trust,0
ameaça,trust,0
ameaçador,trust,0
Menagerie,trust,0
emendar,trust,0
consertando,trust,0
servil,trust,0
menisco,trust,0
menstruação,trust,0
menstrual,trust,0
mental,trust,0
saúde mental,trust,0
menção,trust,0
cardápio,trust,0
Miau,trust,0
mercantil,trust,0
mercenário,trust,0
misericordioso,trust,0
impiedoso,trust,0
mercurial,trust,0
misericórdia,trust,0
mero,trust,0
mesclar,trust,0
meridiano,trust,0
meridional,trust,0
sereia,trust,0
alegria,trust,0
alegre,trust,0
Feliz Natal,trust,0
Mesa,trust,0
malha,trust,0
malhas,trust,0
hipnotizado,trust,0
bagunça,trust,0
mensagem,trust,0
bagunçado,trust,0
bagunçado,trust,0
metabolismo,trust,0
metal,trust,0
metalurgia,trust,0
metamorfose,trust,0
metáfora,trust,0
metafórico,trust,0
metafísico,trust,0
metafísica,trust,0
metástase,trust,0
meteoro,trust,0
meteórico,trust,0
meteorito,trust,0
meteorológico,trust,0
meteorologia,trust,0
metro,trust,0
metanol,trust,0
método,trust,0
metódico,trust,0
meticuloso,trust,0
METIMO,trust,0
métrica,trust,0
métrico,trust,0
metrologia,trust,0
metrópole,trust,0
Metropolitan,trust,0
Valinha,trust,0
mew,trust,0
mica,trust,0
Mick,trust,0
micróbio,trust,0
microbiologia,trust,0
microcosmo,trust,0
micrograma,trust,0
micrômetro,trust,0
Micron,trust,0
microfone,trust,0
microscópico,trust,0
microscopicamente,trust,0
microscopia,trust,0
MID,trust,0
meio -dia,trust,0
meio,trust,0
intermediário,trust,0
Midland,trust,0
meia-noite,trust,0
meio,trust,0
Midsummer,trust,0
Midway,trust,0
obstetrícia,trust,0
Mien,trust,0
enxaqueca,trust,0
migrar,trust,0
migração,trust,0
migratório,trust,0
Mike,trust,0
BINDEW,trust,0
milha,trust,0
quilometragem,trust,0
marco,trust,0
militante,trust,0
militantes,trust,0
militares,trust,0
milícia,trust,0
leite,trust,0
leitoso,trust,0
moinho,trust,0
milênio,trust,0
miligrama,trust,0
milímetro,trust,0
milhão,trust,0
milionário,trust,0
MIME,trust,0
mímico,trust,0
imitando,trust,0
mimetismo,trust,0
mente,trust,0
atento,trust,0
atenção plena,trust,0
meu,trust,0
mineiro,trust,0
mineral,trust,0
mineralogia,trust,0
misturar -se,trust,0
misturado,trust,0
miniatura,trust,0
mini onibus,trust,0
mínima,trust,0
minimizar,trust,0
mínimo,trust,0
ministro,trust,0
ministerial,trust,0
minivan,trust,0
Minnow,trust,0
menor,trust,0
minoria,trust,0
menestrel,trust,0
hortelã,trust,0
minúsculo,trust,0
minuto,trust,0
minúcias,trust,0
mir,trust,0
milagres,trust,0
milagroso,trust,0
miragem,trust,0
lama,trust,0
espelho,trust,0
alegria,trust,0
apropriação incorreta,trust,0
mau comportamento,trust,0
aborto espontâneo,trust,0
Diversos,trust,0
miscelânea,trust,0
travessura,trust,0
pernicioso,trust,0
equívoco,trust,0
má conduta,trust,0
contravenção,trust,0
miserável,trust,0
miseravelmente,trust,0
miséria,trust,0
infortúnio,trust,0
equivocado,trust,0
acidente,trust,0
desinformado,trust,0
má interpretação,trust,0
errôneo,trust,0
má administração,trust,0
incompatibilidade,trust,0
incompatível,trust,0
nome impróprio,trust,0
lugar mal,trust,0
extraviado,trust,0
deturpar,trust,0
deturpação,trust,0
deturpado,trust,0
perder,trust,0
míssil,trust,0
mísseis,trust,0
ausente,trust,0
saudades de você,trust,0
missão,trust,0
missionário,trust,0
erros de ortografia,trust,0
distorção,trust,0
névoa,trust,0
erro,trust,0
equivocado,trust,0
senhor,trust,0
visco,trust,0
amante,trust,0
desconfiança,trust,0
enevoado,trust,0
Mus Entender,trust,0
mal-entendido,trust,0
uso indevido,trust,0
Ácar,trust,0
mitra,trust,0
mitigação,trust,0
misturar,trust,0
misturado,trust,0
Mixedemotions,trust,0
mistura,trust,0
gemer,trust,0
MOB,trust,0
móvel,trust,0
mobilidade,trust,0
mobilização,trust,0
mobilizar,trust,0
zombaria,trust,0
zombando,trust,0
modal,trust,0
modalidade,trust,0
modo,trust,0
modelo,trust,0
modelado,trust,0
moderado,trust,0
moderadamente,trust,0
moderando,trust,0
moderação,trust,0
moderno,trust,0
modernismo,trust,0
modéstia,trust,0
Modicum,trust,0
modificável,trust,0
modificação,trust,0
modificado,trust,0
modificar,trust,0
modular,trust,0
modulação,trust,0
módulo,trust,0
módulo,trust,0
Mogul,trust,0
porção,trust,0
úmido,trust,0
umidade,trust,0
molar,trust,0
melaço,trust,0
mofo,trust,0
moldado,trust,0
moldagem,trust,0
mofado,trust,0
molecular,trust,0
molécula,trust,0
molestação,trust,0
fundido,trust,0
momento,trust,0
momentâneo,trust,0
importante,trust,0
momento,trust,0
Mônada,trust,0
monarca,trust,0
monarquia,trust,0
mosteiro,trust,0
monástico,trust,0
monetário,trust,0
macaco,trust,0
monocromático,trust,0
monograma,trust,0
