sentiment;text
disgust;Li um livro sobre a situação na África do Sul, sobre as terríveis violações dos direitos humanos. Fiquei enojado com a população branca.
disgust;Quando as pessoas/imprensa analisam um determinado artigo digno de notícia (CAL a Football team), eu sou um membro e só consigo ver a situação sob uma luz má e sempre ponho a equipa no chão.
disgust;Com a N.Z. Rugby Union quis enviar os All Blacks para a África do Sul.
disgust;Alguém que não respondeu às minhas críticas.
disgust;Quando soube que uma mulher da minha comunidade tinha abortado e se tinha livrado do feto, atirando-o para o ralo.
disgust;Tinha-me juntado a um grupo de jovens que observava os assuntos da nossa comunidade e por isso tive muitas oportunidades de contactar o governo e os membros do comité do conselho distrital (uma estrutura executiva local). Tentámos sempre consultar e discutir com eles, mas descobrimos que essas pessoas não compreendiam os assuntos da comunidade e até amorteceram o nosso entusiasmo pelos assuntos locais. Não percebi porque tinham decidido trabalhar como líderes comunitários.
disgust;O comportamento das pessoas a cuspir em todo o lado.
disgust;Um homem bêbado atacou a sua mulher e quis humilhá-la, insultando-a. Depois tornou-se violento e começou a espancá-la na frente do seu filho. Ela deixou-o para acontecer sem dizer uma palavra para não piorar as coisas. Assisti à cena e tentei acalmar o homem, mas sem sucesso. Só porque ele era mais forte, tivemos de obedecer. A partir desse dia, detestei-o.
disgust;Quando uma pessoa desarrumada e fortemente embriagada fez esforços para se aproximar de mim.
disgust;Tive uma discussão com a minha esposa sobre uma conhecida nossa com excesso de peso, sobre os seus hábitos alimentares e as cicatrizes causadas pela sua gravidez.
disgust;Quando vi um bêbado a urinar sobre si próprio e ele parecia estar completamente satisfeito com isso.
disgust;Quando um amigo me acordou no meio de um sono feliz, batendo à porta. Depois começou a chamar-me nomes e a dizer que tinha ouvido dizer que eu tinha estado a falar nas suas costas, isto era mentira e o tipo estava bêbado até ao âmago.
disgust;Quando um homem falava de forma muito sexista na companhia de alguns amigos meus.
disgust;Odeio a hipocrisia. A minha amiga (rapariga) tentou intrometer-se nos meus assuntos com o meu futuro marido. Depois disso, ela comportou-se como se nada tivesse acontecido.
disgust;A fazer mal a meio-termo.
disgust;Quando a minha mãe tinha espancado a minha jovem irmã só porque tinha recebido uma carta de um namorado.
disgust;A minha namorada chegou a casa depois de um jantar de negócios no lugar mais caro da cidade, bêbeda como uma doninha. Além disso, ela foi para casa e não se lembrava de o ter feito. Fiquei enojado com o seu estado e com as suas acções.
disgust;Quando criança, vi uma cena pouco estética.
disgust;Quando reprovei no exame de admissão à faculdade de medicina e estava a estudar bioquímica que não tem perspectivas de emprego na Zâmbia.
disgust;Num grupo de estudo, uma pessoa sempre gostou de discutir sobre alguns pontos sem importância, irrelevantes e menores. Ele tentou persuadir os outros de uma forma pouco amistosa. Ele era obstinado e não aceitava o ponto de vista de outro.
disgust;Vi um jovem deficiente físico cuja saliva lhe saiu da boca enquanto falava.
disgust;Estou enojada com o marido da minha irmã. Num domingo de manhã cedo, depois de ter batido à minha porta, ele entrou de repente e, ainda na cama, começou a discutir sobre algo. Eu não conseguia compreender. Ouvi as suas últimas palavras: Não olhes para mim, pois vou bater-te na tua cama, levantei-me aterrorizado e seguiu-se uma tareia.
disgust;Testemunhei uma cena em que duas mulheres abusavam uma da outra.
disgust;Uma criança disse-me que tinha sido abusada sexualmente pelo seu padrasto. a) Eu só conhecia a criança e não tinha entrado em contacto com nenhum dos pais. Tentei fazer o que era melhor para a criança. O acontecimento e um padrasto enojou-me.
disgust;Quando limpei a casa e tudo estava arrumado, então o meu primo, que tem 4 anos de idade, veio com um pote lamacento e fez uma bagunça com tudo isto.
disgust;Mau feitio da senhora que servia no refeitório dos estudantes.
disgust;Quando fui à clínica para um check-up médico e vi a forma como um conferencista estava a conduzir a palestra e o tipo de respostas que obteve dos pacientes.
disgust;Quando um cão é deixado a choramingar à porta de uma loja.
disgust;Durante um jogo de futebol, um outro jogador que transpirava muito forte encontrou-me.
disgust;Num sábado à noite num autocarro cheio de pessoas embriagadas.
disgust;Quando um dos meus amigos começou a portar-se mal.
disgust;Tendo-me mudado para um apartamento na última semana, senti algum desgosto por ter ficado uma torneira da casa de banho a pingar com uma torneira defeituosa.
disgust;Descobrir que o praticante velho e inútil da idade da reforma irá às vossas aulas de inglês e não compreenderá inglês.
disgust;Um professor deu-me notas mais baixas do que aquelas que eu tinha direito e esperava receber.
disgust;Eu estava a comer no refeitório e algumas mulheres juntaram-se a mim. Não conseguia comer com elas, por isso saí do refeitório.
disgust;Sinto nojo das pessoas que falam negativamente de uma pessoa a sem a conhecerem bem.
disgust;Durante uma reunião recente, o Sr. A mostrou a sua excitação e exagerou nas notas entregues. Embora a sua curiosidade não pudesse ser censurada, a sua forma de adquirir conhecimentos era um comportamento extremo, por exemplo, tentou sempre saber o que eu estava a ler e ganhou tudo o que podia.
disgust;Ouvir pessoas a falar nas minhas costas.
disgust;Uma vez vi a série chamada Dynasty na televisão, e detestei-a.
disgust;Quando um estudante me acusou de ter roubado o seu livro escolar, pois tinha encontrado um formulário com o meu nome nos seus outros livros e todas as minhas explicações caíram em orelhas moucas.
disgust;Quando alguém com quem eu tinha tido uma relação (puramente sexual) se aproximou de mim depois de a ter usado e agiu como se nada tivesse mudado.
disgust;Na escola, eu era mau em matemática. Embora o meu professor me tivesse admoestado a fazer os meus trabalhos de casa, um dia tinha-me esquecido de o fazer. Quando o meu professor reparou nisso, corei e tive vergonha de ser repreendido na frente dos outros alunos.
disgust;Numa mesa de Smorgasbord, um homem misturou diferentes tipos de arenques em conserva com salada de fruta.
disgust;Senti-me enojado por causa de uma professora que tinha rejeitado tudo o que nela havia de humano. Ela recusou-se a aceitar as flores que lhe demos para o dia 8 de Março e pediu, em vez disso, um perfume estrangeiro.
disgust;Fiquei enojado comigo mesmo quando deixei cair um apanhado vital enquanto jogava uma partida de críquete, e perdemos a partida, embora o apanhado fosse difícil. 
disgust;Fiquei enojado ao descobrir que a minha namorada de algumas semanas já andava a brincar com outro rapaz. Fiquei desapontado porque o tipo era um velhaco e respeitava a minha namorada.
disgust;Fiquei enojado com o comportamento de uma amiga quando ela se embebedou e vomitou em toda a minha casa.
disgust;Quando descobri que a CIA estava a explorar os portos nicaraguenses.
disgust;Um bêbado caiu, começou a sangrar e a molhar-se. Um desgosto que se transformou em tristeza-amorosa.
disgust;Senti-me enojado com uma pessoa interessada em si mesma que arruinou a vida de outra usando métodos totalmente injustos.
disgust;Quando eu era criança, preguei uma partida à minha mãe para a fazer sentir-se magoada.
disgust;Fui ao centro comercial para comprar algo e vi pacotes de um Kapenta com larvas dentro. Oh!
disgust;Fui passar uma noite com um parente meu e lá descobri que a cama tinha sido molhada na noite anterior.
disgust;Enquanto andava na cidade, reparei como a polícia assediava um homem que estava sob a influência do álcool. Aterrorizaram-no com a ideia de o prender, conduzindo por perto atrás dele numa rua para peões. O meu desgosto foi dirigido aos gestos e expressões faciais dos polícias,eles pareciam estar a divertir-se.
disgust;Um dos meus colegas usou meios questionáveis e injustos para fazer avançar os seus estudos mais rapidamente do que outros. Eu detestei-a.
disgust;Vi as notícias na televisão, foi um comentário sobre Hainburg. Senti-me enojado quando ouvi membros do sindicato falar sobre a situação.
disgust;Desgosto - não. Talvez seja mais preciso dizer revolução a um verme ou a uma cobra. Mas refiro-me a um aspecto social quando alguém se comportou como um canalha para si quando, pelas suas acções, o fez mudar a sua atitude em relação a ele, mas penso que este sentimento, na minha acepção, não é típico das pessoas em inter-relações.
disgust;Quando um amigo deixou uma rã cair no meu pescoço e eu não sabia o que era.
disgust;Quando a minha colega de quarto fez uma confusão no quarto depois de ter bebido a noite inteira numa cerimónia de formatura.
disgust;Tivemos uma festa de aniversário com 5 amigos. Um de nós usava frequentemente drogas duras. Na festa, descobri que os outros 3 amigos também as usavam. Apesar de termos concordado que iríamos ajudar o grande utilizador a deixar de a usar.
disgust;Vi um verdadeiro líder do partido.
disgust;Sentado no dormitório quando os rapazes estavam a ler verbalmente cartas na Penthouse.
disgust;Quando uma amiga íntima me enganou intencionalmente.
disgust;Quando reprovei no meu primeiro teste bioquímico.
disgust;Uma amiga foi agredida por um jovem a caminho de casa.
disgust;Quando o trabalho das férias de Verão estava quase a terminar.
disgust;Vi o meu líder de turma a agir como um Deus quando ele escolheu pessoas para irem às vossas palestras de inglês.
disgust;A descoberta de que uma namorada minha era uma prostituta e que tinha visto muitas outras durante a nossa relação.
disgust;Quando a minha avó morreu - no seu funeral.
disgust;Quando estava em Eindhoven, numa Exposição de Hernan Nitsche, que fazia pinturas com sangue verdadeiro. Havia também fotografias da morte de vacas.
disgust;Fiquei enojado com a burocracia existente nos gabinetes do governo. Adquiri o meu passaporte três meses depois de o ter solicitado e tive de voltar cinco vezes a eles para corrigir um erro menor.
disgust;Ao meu pai, quando ele gritou e acusou o amigo da minha irmã (por telefone) de fazer algo que ele não fez, ou de nada saber.
disgust;Aconteceu-me ver o filme em videocassete This is America - Parte um na casa do meu amigo.
disgust;Durante o almoço com alguns colegas de turma, estava também presente um padre. Ele estava a comer desesperadamente como se alguém lhe fosse tirar o prato. Ele fê-lo com gula. Limpou várias vezes as mãos no seu fato e este estava cheio de migalhas.
disgust;As histórias sobre a minha tia que foi espancada e humilhada pelo meu tio.
disgust;A falta de consideração do meu colega de quarto por mim.
disgust;Dadas as obrigações dos líderes, o que não gosto de fazer.
disgust;Quando vejo alguém a vomitar.
disgust;Quando alguns amigos e eu conhecemos um rapaz durante as férias, pensei que ele estava enojado e um amigo meu por quem me sinto um pouco enojado quis ficar com ele.
disgust;Uma situação em que ignorei as minhas crenças e princípios para uma viagem de capricho.
disgust;Quando o meu marido me falou dos seus assuntos pré-matrimoniais.
disgust;Há uma pessoa que me repugna. Cada vez que a vejo, fico com esta terrível sensação de repugnância por toda a sua aparência.
disgust;O líder da turma disse-me para recolher os trabalhos de casa para ele.
disgust;Alguns amigos e eu estávamos a almoçar. Alguém disse algo engraçado e um dos rapazes começou a rir e cuspiu a sua comida na cara de uma rapariga.
disgust;Uma mãe que grita com o filho por nada.
disgust;Numa viagem ao estrangeiro, um membro do nosso grupo, parecido com uma menina, acabou por se revelar um alcoólico. Ela estragou muitos dias das minhas férias por causa do seu comportamento e paranóia.
disgust;Agora que os 49ers são vencedores, os fãs estão a sair do bosque e a saltar para o comboio, o que me repugna.
disgust;Pediram-me para atirar o lixo para um caixote do lixo que tinha um líquido horrível acumulado no fundo.
disgust;Um amigo meu veio visitar-me quando estava bastante bêbado.
disgust;A um comportamento indigno de um homem, a mesquinhez, a estupidez e sobretudo ao filisteísmo.
disgust;Senti-me enojado quando vi um bêbado a vomitar um assunto muito ofensivo.
disgust;Assisti a uma cerimónia na Dinamarca que é comparável ao nosso Halloween. Eles constroem uma grande fogueira e colocam um boneco de uma bruxa em tamanho real. A multidão aplaudiu quando o boneco se incendiou.
disgust;Quando tinha de dormir numa cama num albergue, que estava cheio de sujidade.
disgust;Ouvi um programa de radiodifusão sobre parapsicologia. As pessoas deste programa usaram palavras muito difíceis que eu não consegui compreender. Agiram exageradamente sem mostrar quaisquer sentimentos.
disgust;Durante a sessão do filme PY 102 na terça-feira, um dos filmes mostrou uma forma de experimentar um gato vivo envolvendo amarrá-lo numa máquina durante dias possíveis e fazer coisas ao seu cérebro.
disgust;Durante o fim de semana em casa, a minha mãe frita pratos de carne gordurosos e pouco saudáveis que me fazem sentir mal.
disgust;Alguém andou por aí a espalhar a notícia de que eu gosto de pessoas com dinheiro.
disgust;O cheiro a alho no autocarro em hora de ponta.
disgust;Um dia, fui ver um filme bastante desagradável (X).
disgust;A minha colega de quarto vangloriou-se das suas aulas de inglês.
disgust;Quando uma rapariga que eu gostava não aceitava a minha quadra.
disgust;Uma vez tive de limpar um lavatório que estava obstruído. Estava na casa de campo de um amigo e não estava lá ninguém para me ajudar.
disgust;Um estudante que vive na mesma casa onde eu vivo é um alcoólico. Ele tenta manipular outras pessoas com o seu dinheiro quando já bebeu demais.
disgust;Numa festa em que os rapazes estavam a contar histórias revoltantes sobre as raparigas, tinham estado com elas.
disgust;Quando estava prestes a limpar a bancada e vi como estava por baixo do lava-loiça (vivo num hostel de estudantes).
disgust;O meu pai prometeu enviar-me dinheiro no final do mês desde que eu queria comprar um novo par de sapatos quando estava na escola secundária, mas ele não o fez.
disgust;Um homem agridiu sexualmente uma menina no autocarro mas a menina não se atreveu a falar.
disgust;Um programa de televisão sobre caça às baleias.
disgust;Uma história que ouvi recentemente sobre a morte de um bebé após um abuso sexual.
disgust;Ouvir falar de uma situação imunda por telefone.
disgust;A visão do vómito na rua.
disgust;Uma amiga discutiu com a mãe do seu namorado porque ela e a sua amiga decidiram ir viver juntas. Ela precisava de dinheiro para o afastamento, então fez um grande esforço para se reconciliar.
disgust;Ao caminhar ao longo da praia com o meu namorado, vimos 2 pessoas a fazer sexo nas dunas, à vista de todos. Foi o facto de terem escolhido aquela zona onde fazer sexo, que me enojou.
disgust;A minha mãe chamou-me porque tinha lido através do envelope uma carta dirigida a mim. Ela negou tê-la lido intencionalmente e disse que as palavras apenas saltavam pelo envelope enquanto o sol brilhava sobre ele. Hah Hah.
disgust;Fiquei na Costa durante um fim-de-semana com amigos. O meu irmão veio para me levar a casa mas foi rude, e com pressa de voltar para junto dos seus amigos. Fiquei envergonhado porque a família envolvida era extremamente simpática, e hospitaleira para ele.
disgust;Tutoria para um autocarro e os motoristas a terem um longo jantar.
disgust;Vi o meu cunhado a insultar a minha irmã.
disgust;Quando descobri que a casa que tínhamos alugado em Tonga estava cheia de baratas.
disgust;Eu estava no refeitório da universidade e uma colega de turma disse-me que uma amiga dela tinha tido todos os seus dentes arrancados devido a uma infecção causada por ela ter comido uma unha de rato no seu hambúrguer.
disgust;Um amigo injustamente colocou a culpa em mim para aliviar a sua consciência e também espalhou mentiras com o mesmo propósito.
disgust;Vi um terrível acidente no qual o condutor de um motor foi atirado pela janela da frente de um carro. O seu rosto estava completamente afastado.
disgust;Na estrada, havia um animal morto com as suas entranhas expostas e o seu crânio esmagado.
disgust;Quando fiz exames, um parente nosso, que vive noutra cidade, veio visitar-nos e eu fiquei enojado com ele.
disgust;Quando um ano vi um engenheiro masculino e voltei para descobrir que ele era agora uma mulher (não o conheço/eles pessoalmente).
disgust;A senhora que serve no refeitório dos estudantes grita aos estudantes.
disgust;Fiquei enojada com uma discussão entre duas pessoas casadas, na qual os filhos estavam envolvidos como acusadores de um dos pais.
disgust;Fiz uma experiência psicológica com um gay pouco atraente como experimentador, alguns homossexuais são engraçados ou giros, mas este tipo era nojento. Além disso, a experiência era também sobre homossexuais.
disgust;Conheci uma rapariga (22 anos de idade), casada. Gostei dela. Perguntei-lhe num encontro e beijei-a. Descobri que ela vivia perto de onde eu passava todos os dias. Diverti-me a pensar que o marido dela seria. ou eu. Já não falava com ela.
disgust;Quando eu e os meus amigos acampámos num fim-de-semana, e com pouca comida, conhecemos um casal de meia-idade de uma pequena cidade que nos convidou para comer em sua casa. A sua casa era pequena e mal construída com móveis e utensílios velhos e sujos. O problema era com panelas, pratos, e até mesmo comida.
disgust;Vi o meu companheiro de quarto a estragar o nosso quarto.
disgust;Alguém tinha roubado um artigo de um jornal de uma biblioteca.
disgust;As pessoas não me avisaram na sala de jantar do colégio.
disgust;Senti repugnância por uma pessoa cujo comportamento estava fora das normas humanas elementares.
disgust;Vi, num quiosque de gelados, uma barata a caminhar por uma corneta.
disgust;Quando fui a um hospital clínico e vi em que condições é que as pessoas lá se encontram.
disgust;Num clube nocturno, a ver pequenas tartes a tentar ganhar a vida.
disgust;Quando os meus pais se comportam de forma muito espirituosa comigo, fazem piadas insípidas sobre as quais se riem. Ou a minha mãe que me trata como uma criancinha.
disgust;Perder amigos por causa de se sobrestimarem a si próprios.
disgust;Senti-me enojada quando estava num restaurante que não parecia estar limpo e ordeiro. (não gosto de estar em ambientes impuros).
disgust;Alguém que eu conheço e respeito, agrediu sexualmente uma rapariga.
disgust;À espera de um autocarro que não vinha durante muito tempo, e os motoristas de autocarro estavam a ter um longo almoço.
disgust;Fiquei enojada quando vi todas as crianças de 13-14 anos da cidade muito bêbadas, numa noite de Walpurgis.
disgust;O homem que me expulsou do apartamento enojou-me.
disgust;Cada vez que conheço uma certa pessoa. Não nos podemos dar bem um com o outro, não gostamos um do outro.
disgust;Quando tenho visto pessoas muito bêbadas e a fazer figura de parvo.
disgust;Quando vi uma aranha grande de perto.
disgust;Li um livro cujo enredo e expressões eram obscenos e de muito mau gosto.
disgust;Uma situação de injustiça explícita, de manipulação de pessoas e é uma consequência.
disgust;Durante o serviço militar, ouvi a história de alguém que tentou cometer suicídio e, em consequência disso, ficou com a custódia de uma semana.
disgust;Na escola, quando a única coisa em que as pessoas da minha idade podiam pensar era em embebedar-se. Não se podiam divertir sem primeiro se embebedarem.
disgust;Vi um programa na televisão onde tinham de ver um crânio para uma operação.
disgust;Quando soube que o meu melhor amigo tinha chumbado nos exames.
disgust;Quando trabalhava como enfermeira num hospital psiquiátrico, um paciente comeu o conteúdo do cuspidor de outro paciente.
disgust;Quando um rapaz que eu mais odiava na nossa sala de aula pegou na minha T Jersey da minha secretária e vestiu-a.
disgust;Quando eu era jovem, um dia, no carro, adoecemos e acabámos por vomitar um em cima do outro.
disgust;Quando soube dos avanços que um conhecido meu tinha feito aos meus amigos, que não os aprovaram.
disgust;A descoberta de uma boa amiga tinha-me mentido, resultando numa relação prejudicial com outra pessoa.
disgust;Eu estava sentado na escola, à espera que a minha irmã fosse para casa. De repente, um rapaz pôs fogo sobre um pedaço de papel e atirou-o para onde eu estava sentado. O papel não me apanhou, mas fiquei enojado com esta cobardia e irresponsabilidade que causou uma grande discussão. Fomos ter com o director e ele, bêbado como sempre, disse que eu era. atenção na escola. Senti-me enojado com esta situação, e com as pessoas implicadas na mesma.
disgust;O currículo do ano!  O curso de inglês era muito pesado. e eu não tinha preparado e o professor fez várias perguntas durante a aula. Os alunos não estavam preparados para responder às perguntas e o professor ficou frustrado.
disgust;Depois de uma série de factos que ocorreram entre uma colega e eu, comecei a sentir uma certa necessidade de me separar e não queria vê-la mais.
disgust;O aspecto físico de uma refeição.
disgust;Conheci uma certa senhora no depósito do autocarro que estava a usar má linguagem mas que era uma senhora muito inteligente.
disgust;Descobri acidentalmente que enquanto o meu tio estava fora no Canadá, a minha tia tinha dormido regularmente com um jovem.
disgust;Alguns alunos cujo inglês é pior que o meu podem ir às suas aulas (aulas de inglês).
disgust;Pensei que o rapaz com quem me tinha associado durante mais de um ano tinha saído 2 ou 3 vezes com uma rapariga de liceu de quem ele afirmava não gostar.
disgust;Quando vejo um filme em que um homem sofre de uma doença e a sua pele vem a descascar.
disgust;Eu encontrei um grupo de pessoas com as mesmas ideias/crenças básicas que estavam todas lutando e indo contra o que eles diriam ser bom.
disgust;Quando descobri que alguns amigos da família estavam a desviar a empresa para a qual trabalhavam - utilizando gasolina e produtos alimentares da empresa e reclamando mobiliário e louça.
disgust;Durante um filme em que vi o efeito dos colonos brancos na África.
disgust;Vi alguém a agir falsamente em público.
disgust;Quando estava a caminhar num campo que tinha muito estrume.
disgust;Alguns estudantes desobedecem-me deliberadamente como líder de turma.
disgust;Uma amiga estava violentamente doente na viagem de regresso de uma recepção de casamento a que assistimos. Tirá-la do carro quando a casa demorou bastante tempo.
disgust;Eu era capaz de usar egoisticamente os outros para encontros sexuais, enquanto eu mantinha uma visão de devoção acima da mesa (você sabe, a garota da porta ao lado) para uma garota em minha cabeça. Meus impulsos e ações não correspondiam a isso, então, consequentemente, senti-me nojento com o meu fracasso.
disgust;Há uma rapariga no meu trabalho que não cuida muito da sua higiene, vem sempre com o cabelo oleado, um cheiro pouco agradável, e uma má aparência. Para além disto, ela tenta ser simpática.
disgust;Quando embarquei no autocarro Yanu Yanu, sentei-me perto de um homem que fumava tabaco.
disgust;Tive de lavar a minha avó porque ela não chegou à casa de banho a tempo.
disgust;Tivemos amigos para jantar e um deles atirou uma garrafa de cerveja ao ar, e ela saltou sobre uma mesa cara e danificou a mesa. A pessoa não pediu desculpa.
disgust;O meu avô vive num lar para idosos. Ele está sempre ansioso por receber visitas. No seu aniversário (por coincidência foi no dia da mamã), no entanto, ninguém foi vê-lo. A sua própria família é mais importante do que a do seu avô?
disgust;Numa reunião, fiquei involuntariamente sentado ao lado de duas pessoas com opiniões que considerei muito baixas e discriminatórias. Senti desgosto.
disgust;Encontrei uma aranha grande e preta perto de um saco de comida.
disgust;Não me saí muito bem num semestre e estou enojada comigo mesma porque estava preparada e pensava que me saía bem.
disgust;Por pura curiosidade, fui ver um filme pornográfico em Copenhaga. A sala estava cheia de homens, que se masturbavam e se masturbavam. Muito nojento.
disgust;No outro dia, disseram-me para tirar as fezes do cão à volta da casa, pois cheiravam mal eu fiz o trabalho mas, no final, senti-me enojada.
disgust;O comportamento de um colega meu não corresponde às minhas normas de comportamento.
disgust;Ao ver um filme em que houve vários crimes sangrentos.
disgust;Quando depois de uma festa para celebrar o 21º aniversário de um amigo - ao sair encontrei 10 pessoas lá fora a vomitar e mais 4 inconscientes.
disgust;A repugnância dos bebedores e do sangue.
disgust;Uma pessoa que eu pensava, para ser honesto, levou e gastou o pouco dinheiro que eu tinha e eu não tinha maneira de receber dinheiro nos meses seguintes.
disgust;Sinto nojo da minha vizinha porque ela vem a nossa casa com o seu filho, que estraga a nossa mobília.
disgust;Quando ouvi que um dos meus bons amigos, quando estava numa festa, se tinha envolvido com algumas personagens muito indesejáveis e estava a experimentar drogas.
disgust;Ver animais mortos e maltratados.
disgust;Disseram-me que não devia visitar a minha irmã porque as férias eram curtas.
disgust;O meu cão tinha sido atropelado e morreu perto da casa. Tivemos de o ir buscar, com frio e olhos brilhantes, para nos vermos livres do cadáver.
disgust;Estava em contacto com uma família pobre do nordeste que me ofereceu um caranguejo para comer a meu pedido. Mas o facto de este caranguejo ter sido preparado anti-higiénicamente e a sua aparência também me causou repugnância, mas eu comi-o de qualquer maneira.
disgust;Enquanto via um filme de uma operação experimental no cérebro de um gato em que o gato tinha peças de metal salientes dos olhos, boca, etc., para manter a cabeça estável enquanto era cortada.
disgust;Sinto-me enojado quando as pessoas não me compreendem da forma correcta, ou seja, entendem-me mal.
disgust;Eu estava à mesa na casa de um amigo francês. Serviram-me um grande prato com couve-flor assada e molho. Tive de o comer. 
disgust;A primeira vez que vi um filme pornográfico, tudo isso na prática é tão bonito mas na tela apareceu como algo mecânico, irracional, nojento e desumanizador.
disgust;A atitude dos meus pais um para com o outro quando deveriam fazer as pazes, apesar do vício de longa data do meu pai.
disgust;Quando vi uma senhora a vestir um par de calças, senti que era um disfarce de acordo com a cultura do Malawi.
disgust;Enquanto via na TV o filme chamado Deer Hunter, quando mostrava como os prisioneiros eram tratados.
disgust;Quando estava a voltar de comboio da Sicília, fui assediado por um homem.
disgust;Quando estava a ler um livro. Não tinha nada a ver com o livro em si, mas com o cheiro desagradável das páginas do livro.
disgust;Senti este sentimento quando uma pessoa em quem acreditava e respeitava, me mentiu.
disgust;Descobrir que alguns estudantes estão a receber bons relatórios que não merecem.
disgust;Durante a minha festa de aniversário, um amigo bebeu demasiado álcool. Tão grande que teve de vomitar. O pior de tudo era que ele não podia deixar a minha amiga em paz e que a estava a molestar.
disgust;Fiquei muito enojado no primeiro dia em que fui colocar um cadáver na Mortuária. Havia muitos cadáveres e alguns foram descobertos, pelo que tivemos de os colocar em cima dos outros cadáveres.
disgust;O namorado de uma amiga tratou-a muito mal, deixou-a servir-lhe, provocou-a e só a utilizou.
disgust;Fiquei enojado ao descobrir que a água não é filtrada ou purificada antes de sair do Latimer Hall dos esgotos.
disgust;Visitei um lugar em Marrocos onde trabalhavam o couro. Vi as peles a emergir num líquido que parecia putrificação.
disgust;Na falta de higiene de uma certa pessoa, em casa e pessoalmente.
disgust;Alguém a arruinar a propriedade de alguém apenas pelo gozo da mesma.
disgust;Estava num bonde: um estranho insultou uma menina só porque ela assoou o nariz. Detestei o comportamento dele.
disgust;Num autocarro, fiquei doente e vomitei num saco. Toda a situação era nojenta em si mesma.
disgust;Quando sabia do que uma pessoa de quem não gostava, tinha sobre mim outros sentimentos.
disgust;Fiquei enojada quando a minha irmãzinha tinha sido gravemente atingida pelos seus amigos.
disgust;Alguém me disse que eu fui escolhido para as conferências de inglês porque sou bonito.
disgust;Quando o namorado da minha irmã a acusou de ter andado a dormir por aí.
disgust;Vi um companheiro a subornar o líder.
disgust;Foi buscar o meu pai ao trabalho e ao passar pelo Vale viu três prostitutas a andar para cima e para baixo à espera que alguém as viesse buscar. A roupa era nojenta.
disgust;As pessoas que discriminam as outras pessoas repugnam-me.
disgust;Fui forçada a ir a uma festa com alguém que não amava e ele dizia às pessoas que eu era a sua namorada.
disgust;Quando entrei num bordel e vi dois marinheiros com uma jovem prostituta que não tinha mais de 18 anos de idade.
disgust;Quando uma pessoa desagradável tentou fazer amizade comigo. Um ser subtil, pequeno, insignificante, cinzento, cuja impotência e neutralidade evocava um sentimento de repugnância em mim.
disgust;Estava à procura de um objecto quando me deparei com um cadáver podre de rato.
disgust;Vi algumas imagens de decapitação num filme de terror.
disgust;Vi na rua um homem a cuspir.
disgust;Quando vejo filmes pornográficos.
disgust;O chefe de turma levou-me a fazer coisas que não queria fazer.
disgust;Quando derrubei um veado - a visão dos ferimentos e do desamparo do animal senti desgosto. O animal estava tão ferido que teve de ser abatido, e quando o animal gritou no momento da morte voltei a sentir desgosto.
disgust;Quando estou sujo porque não tomo um duche há alguns dias.
disgust;Enquanto lia o novo livro de Olli Jalonen, as relações distantes, frias e egoístas entre as pessoas (no livro) faziam-me sentir enojado.
disgust;Quando penso agora na maneira como meu pai se comportou ao pedir o divórcio.
disgust;Vi pessoas a cuspir em público.
disgust;Descobrir que o líder de turma pode ir às tuas aulas, e o seu inglês é pior do que o meu.
disgust;Tive uma colega de turma bastante estúpida. Não gostava dele, mas respeitava-o. Quando ele tentava falar com alguém, eles não o ouviam e eu não suportava ver isto.
disgust;Estava a pedir boleia quando um homem parou e me deu boleia a um Nijmegen. Durante o passeio, ele perguntou-me se eu estava para me divertir. O homem estava gordo e tatuado.
disgust;Alguém a fumar num comboio eléctrico (os comboios eléctricos são não fumadores) com um cheiro a álcool vindo de uma pessoa. 
disgust;Um engenheiro que conheço quer guerra para poder arranjar um emprego a fazer bombas.
disgust;Quando descobri que o povo da Etiópia estava a passar fome e que o seu governo estava a gastar milhões para celebrar o facto de estar no poder há tantos anos. Depois vi todas estas pessoas na televisão a precisarem de comida, etc.
disgust;Quando vejo carne podre.
disgust;Ouvi alguns estudantes pós-graduados a falar sobre raparigas não aptas a fazer medicina.
disgust;Recentemente no eléctrico, um homem passou os dedos por cima da minha namorada e depois por cima de mim.
disgust;Tive algum tipo de vírus estomacal na semana passada e vomitei em uma faculdade de manhã, depois na loja de bolos, três vezes durante a viagem de volta para casa e novamente quando cheguei em casa.
disgust;Vi alguém a estragar o nosso quarto.
disgust;Desagrado com um subordinado.
disgust;Quando programas sobre violência ou pornografia são exibidos na TV.
disgust;Ver um filme pornográfico em que eram utilizados animais.
disgust;Ao ver uma cena de um acidente numa revista.
disgust;Os meus amigos não estão a trabalhar para o mesmo objectivo comum que todos nós precisamos de atingir.
disgust;Quando assisto a alguns actos sádicos.
disgust;Alguns estudantes falam quando outras pessoas estão a dormir a sesta.
disgust;Quando estava a ver um filme com muitos episódios violentos. Eles mostraram com precisão o corte de cadáveres, etc.
disgust;Quando tentei explicar ao meu filho por que havia revistas com garotas nuas na banca.
disgust;Quando um colega de turma muito sujo se peidou na minha presença. Havia um cheiro terrível.
disgust;Quando, mais uma vez, bebi demais e senti-me muito podre na manhã seguinte.
disgust;Fui jantar a um restaurante com o meu namorado. Lá vimos um casal. o homem do casal era um negro e não tinha maneiras de comer.
disgust;Alguém é arrogante para mim.
disgust;Vi o meu pai com aquela mulher com quem agora está casado.
